FullName,Email,Phone,TransactionType,Amount,TransactionDate,AccountType,Balance,OpeningDate,LoanAmount,LoanType,StartDate,EndDate,InterestRate
Evelyn Ward,paul13@example.org,(347)767-4187,withdrawal,352.65,12/03/2023,Checking,5674.38,13/08/2020,24333.16,Mortgage,17/10/2023,59:17.9,1.79
Christopher Henson,walkerjohn@example.net,435.452.9057,deposit,221.66,27/05/2022,Checking,7423.6,04/11/2020,38654.49,Auto,26/07/2023,59:17.9,7.2
Kayla Blair,hmcmillan@example.com,(500)245-2355,deposit,224.21,02/10/2020,Credit,9710.61,12/08/2019,,,,,
Crystal Burns,jbarry@example.net,001-295-729-2302,deposit,359.29,06/07/2021,Savings,6933.89,15/06/2019,,,,,
Danny Brown,michellearnold@example.org,824-606-7014x9045,deposit,100.25,16/07/2022,Savings,9418.14,26/01/2021,12965.19,Mortgage,17/07/2022,59:17.9,7.43
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,deposit,451.04,15/06/2022,Checking,5688.51,31/08/2020,26360.24,Auto,26/08/2020,59:17.9,2.89
Sarah Green,lnelson@example.net,(390)584-3409x128,withdrawal,330.1,04/09/2021,Checking,8915.18,17/06/2022,45034.48,Mortgage,04/10/2019,59:17.9,2.58
Kenneth Davis,vlittle@example.net,001-605-235-9099x2182,deposit,382.19,30/07/2022,Savings,2901.49,07/01/2023,,,,,
Ethan Walker,jessicashah@example.net,001-586-722-3937x922,deposit,157.69,01/11/2021,Credit,2299.16,29/11/2023,39189.96,Auto,30/07/2023,59:17.9,6.36
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,withdrawal,499.74,21/02/2020,Credit,5566.77,27/02/2022,7941.64,Mortgage,12/12/2023,59:17.9,2.2
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,withdrawal,499.74,21/02/2020,Credit,5566.77,27/02/2022,47272.64,Personal,06/04/2021,59:17.9,5.35
Tommy Brooks,burtonjames@example.com,(534)691-4906,deposit,147.12,19/12/2021,Savings,5901.01,01/11/2021,35994.71,Mortgage,03/09/2023,59:17.9,3.52
Eric Anderson,spencer16@example.com,851-945-5888,withdrawal,29.67,13/02/2021,Savings,3308.76,02/09/2019,,,,,
Jasmin Palmer,lucascharles@example.com,827.703.9796x89557,deposit,421.41,19/01/2023,Checking,485.78,04/12/2020,,,,,
Desiree Nelson,johnsonhaley@example.com,231.515.3313,deposit,224.63,28/12/2019,Credit,4170.83,25/11/2020,37664.6,Mortgage,21/12/2022,59:17.9,4.45
Jamie Stone,derekhart@example.org,473.393.2625x19595,deposit,318.2,24/07/2020,Savings,8252.72,16/11/2019,27719.17,Mortgage,12/02/2022,59:17.9,1.54
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,180.25,23/06/2020,Checking,2442.05,14/03/2021,15237,Mortgage,24/04/2022,59:17.9,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,180.25,23/06/2020,Checking,2442.05,14/03/2021,29065.5,Personal,03/04/2021,59:17.9,2.95
Jennifer Powell,steven73@example.com,236-757-3372x60869,withdrawal,200.51,06/05/2022,Savings,4556.78,23/05/2021,42415.32,Mortgage,03/10/2020,59:17.9,1.81
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,deposit,103.39,19/06/2019,Checking,5910.76,02/04/2019,35885.02,Auto,06/10/2023,59:17.9,5.32
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,deposit,103.39,19/06/2019,Checking,5910.76,02/04/2019,39301.99,Mortgage,19/05/2019,59:17.9,7.19
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,deposit,103.39,19/06/2019,Checking,5910.76,02/04/2019,10490.65,Auto,01/06/2023,59:17.9,2.46
Jamie Stone,derekhart@example.org,473.393.2625x19595,deposit,462.94,12/08/2019,Savings,7533.24,16/04/2019,27719.17,Mortgage,12/02/2022,59:17.9,1.54
Carly Mitchell,zachary24@example.org,(728)923-5061,withdrawal,207.57,11/04/2022,Checking,4092.25,26/09/2019,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Tommy Brooks,burtonjames@example.com,(534)691-4906,withdrawal,447.55,07/04/2022,Savings,5901.01,01/11/2021,35994.71,Mortgage,03/09/2023,59:17.9,3.52
Robert Mendez,evelynpatterson@example.org,759.294.8819,withdrawal,286.73,24/04/2020,Credit,1591.26,22/08/2019,,,,,
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,365.94,08/06/2021,Credit,4250.13,19/09/2020,15237,Mortgage,24/04/2022,59:17.9,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,365.94,08/06/2021,Credit,4250.13,19/09/2020,29065.5,Personal,03/04/2021,59:17.9,2.95
Stacy Oliver,matthew64@example.net,+1-520-295-6567x57281,withdrawal,111.06,02/08/2022,Credit,5981.73,08/06/2020,,,,,
Jason Martin,isabella87@example.com,+1-990-327-2307x7625,deposit,129.75,28/07/2019,Checking,4797.54,28/03/2022,8419.93,Personal,29/10/2021,59:17.9,4.1
Jeremy Jacobs,fmartinez@example.org,001-331-228-0826x478,withdrawal,108.9,04/01/2021,Checking,5272.84,23/03/2022,42684.76,Personal,15/01/2024,59:17.9,1.96
Vincent Patel,delacruzrobert@example.com,-3058,withdrawal,256.33,05/06/2022,Credit,1432.24,20/02/2023,36095.18,Personal,18/01/2020,59:17.9,4.43
Vincent Patel,delacruzrobert@example.com,-3058,withdrawal,256.33,05/06/2022,Credit,1432.24,20/02/2023,13231.5,Auto,11/02/2021,59:17.9,5.89
Vincent Patel,delacruzrobert@example.com,-3058,withdrawal,256.33,05/06/2022,Credit,1432.24,20/02/2023,34771.89,Mortgage,07/09/2020,59:17.9,6.08
Anita Park,xpayne@example.net,806-211-4478x986,withdrawal,284.27,21/03/2019,Savings,4678.03,06/08/2020,,,,,
Anita Park,xpayne@example.net,806-211-4478x986,deposit,447.2,18/02/2022,Checking,7676.38,26/05/2021,,,,,
Crystal Burns,jbarry@example.net,001-295-729-2302,deposit,214.35,26/03/2019,Checking,4723.64,20/09/2023,,,,,
Jose Davis,adam18@example.com,001-372-794-0132x70818,deposit,447.89,25/01/2023,Checking,9908.2,19/07/2022,,,,,
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,110.55,05/02/2024,Savings,2391.9,17/09/2020,25666.75,Auto,09/05/2023,59:17.9,6.84
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,110.55,05/02/2024,Savings,2391.9,17/09/2020,23853.85,Personal,30/01/2024,59:17.9,7.41
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,110.55,05/02/2024,Savings,2391.9,17/09/2020,8092.2,Personal,18/08/2021,59:17.9,2.85
Crystal George,james32@example.com,(934)652-9829,withdrawal,386.76,01/09/2022,Savings,8865.78,08/03/2019,19426.95,Auto,18/06/2021,59:17.9,7.29
Crystal George,james32@example.com,(934)652-9829,withdrawal,386.76,01/09/2022,Savings,8865.78,08/03/2019,13967.51,Mortgage,29/04/2023,59:17.9,6.27
Jason Carroll,katherinewebb@example.org,001-314-231-6194x278,withdrawal,467.1,04/10/2019,Credit,7585.37,11/08/2019,48863.64,Mortgage,26/11/2021,59:17.9,2.42
Jason Carroll,katherinewebb@example.org,001-314-231-6194x278,withdrawal,467.1,04/10/2019,Credit,7585.37,11/08/2019,48494.41,Auto,16/02/2019,59:17.9,3.62
Kenneth Davis,vlittle@example.net,001-605-235-9099x2182,withdrawal,84.98,24/03/2020,Credit,5388.75,09/08/2020,,,,,
Kim Stone,garrett28@example.org,001-668-236-9938,deposit,316.92,17/01/2024,Savings,6995.71,05/04/2019,,,,,
Crystal George,james32@example.com,(934)652-9829,deposit,331.85,27/12/2022,Checking,9829.08,29/05/2022,19426.95,Auto,18/06/2021,59:17.9,7.29
Crystal George,james32@example.com,(934)652-9829,deposit,331.85,27/12/2022,Checking,9829.08,29/05/2022,13967.51,Mortgage,29/04/2023,59:17.9,6.27
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,198.58,01/04/2021,Checking,8915.18,17/06/2022,45034.48,Mortgage,04/10/2019,59:17.9,2.58
Kim Stone,garrett28@example.org,001-668-236-9938,withdrawal,361.25,26/11/2020,Savings,6995.71,05/04/2019,,,,,
Desiree Nelson,johnsonhaley@example.com,231.515.3313,withdrawal,296.02,17/07/2021,Savings,4492.62,31/08/2020,37664.6,Mortgage,21/12/2022,59:17.9,4.45
Robert Brown,andersonmason@example.net,+1-653-515-2636x153,withdrawal,473.48,23/09/2023,Checking,2099.71,11/11/2021,,,,,
Christopher Anderson,gwarner@example.com,2545902373,withdrawal,414.79,04/02/2023,Credit,7306.58,01/08/2021,36110.97,Mortgage,30/05/2022,59:17.9,6.9
Christopher Anderson,gwarner@example.com,2545902373,withdrawal,414.79,04/02/2023,Credit,7306.58,01/08/2021,25453.13,Mortgage,25/07/2022,59:17.9,5.76
Brian Dillon,swilson@example.net,001-699-957-2129x33878,deposit,399.56,18/10/2022,Checking,176.64,22/04/2019,38994.49,Auto,24/12/2020,59:17.9,5.55
Scott Collins,veronica19@example.org,001-449-712-6361x791,deposit,63.68,29/04/2019,Savings,5071.66,31/07/2021,47203.82,Auto,15/06/2021,59:17.9,5.28
Kenneth Davis,vlittle@example.net,001-605-235-9099x2182,deposit,417.56,10/10/2023,Savings,2901.49,07/01/2023,,,,,
Eric Anderson,spencer16@example.com,851-945-5888,withdrawal,266.32,22/06/2020,Savings,3308.76,02/09/2019,,,,,
Cindy Armstrong,penningtonjohn@example.com,+1-690-266-8798x994,withdrawal,348.23,15/06/2023,Savings,824.41,21/09/2019,30356.38,Auto,01/06/2020,59:17.9,5.99
Anita Park,xpayne@example.net,806-211-4478x986,deposit,104.22,27/01/2020,Savings,3717.19,19/08/2019,,,,,
Daniel Edwards,byoung@example.org,-8700,deposit,212.75,31/01/2021,Credit,7481.3,06/01/2021,34427.31,Mortgage,26/07/2022,59:17.9,4.02
Daniel Edwards,byoung@example.org,-8700,deposit,212.75,31/01/2021,Credit,7481.3,06/01/2021,17430.29,Auto,16/10/2023,59:17.9,2.8
Daniel Edwards,byoung@example.org,-8700,deposit,212.75,31/01/2021,Credit,7481.3,06/01/2021,14964.93,Auto,22/12/2020,59:17.9,5.33
Sarah Green,lnelson@example.net,(390)584-3409x128,withdrawal,350.94,18/05/2022,Checking,5164.29,04/09/2022,45034.48,Mortgage,04/10/2019,59:17.9,2.58
Tommy Brooks,burtonjames@example.com,(534)691-4906,deposit,417.64,29/11/2019,Savings,4315.64,09/04/2023,35994.71,Mortgage,03/09/2023,59:17.9,3.52
Anthony Moore,rosariokevin@example.org,(285)263-4804,deposit,391.2,15/02/2021,Checking,660.41,21/01/2024,32793.41,Auto,30/08/2020,59:17.9,3.97
Anthony Moore,rosariokevin@example.org,(285)263-4804,deposit,391.2,15/02/2021,Checking,660.41,21/01/2024,36341.34,Auto,29/05/2021,59:17.9,4.43
Anthony Moore,rosariokevin@example.org,(285)263-4804,deposit,391.2,15/02/2021,Checking,660.41,21/01/2024,49303.25,Mortgage,20/08/2020,59:17.9,3.12
Daniel Edwards,byoung@example.org,-8700,withdrawal,458.35,16/12/2019,Credit,8339.92,14/10/2022,34427.31,Mortgage,26/07/2022,59:17.9,4.02
Daniel Edwards,byoung@example.org,-8700,withdrawal,458.35,16/12/2019,Credit,8339.92,14/10/2022,17430.29,Auto,16/10/2023,59:17.9,2.8
Daniel Edwards,byoung@example.org,-8700,withdrawal,458.35,16/12/2019,Credit,8339.92,14/10/2022,14964.93,Auto,22/12/2020,59:17.9,5.33
Robert Brown,andersonmason@example.net,+1-653-515-2636x153,withdrawal,218.65,06/02/2020,Savings,9772.03,30/07/2020,,,,,
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,deposit,52,28/02/2019,Credit,9382.52,17/08/2022,26360.24,Auto,26/08/2020,59:17.9,2.89
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,deposit,56.06,04/07/2023,Checking,7104.71,20/04/2023,37877.78,Auto,29/05/2019,59:17.9,1.93
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,deposit,56.06,04/07/2023,Checking,7104.71,20/04/2023,11928.9,Personal,16/04/2020,59:17.9,3.05
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,deposit,56.06,04/07/2023,Checking,7104.71,20/04/2023,22108.89,Personal,19/10/2022,59:17.9,6.6
Carol Miller,yfisher@example.org,6088279027,deposit,433.3,16/07/2019,Savings,2470.66,06/10/2020,,,,,
Evelyn Ward,paul13@example.org,(347)767-4187,withdrawal,257.96,25/08/2020,Checking,3721.97,25/10/2022,33958.37,Auto,19/12/2022,59:17.9,5.2
Evelyn Ward,paul13@example.org,(347)767-4187,withdrawal,257.96,25/08/2020,Checking,3721.97,25/10/2022,12021.11,Personal,22/03/2019,59:17.9,1.62
Evelyn Ward,paul13@example.org,(347)767-4187,withdrawal,257.96,25/08/2020,Checking,3721.97,25/10/2022,24333.16,Mortgage,17/10/2023,59:17.9,1.79
Jamie Stone,derekhart@example.org,473.393.2625x19595,withdrawal,425.28,14/02/2023,Savings,7533.24,16/04/2019,27719.17,Mortgage,12/02/2022,59:17.9,1.54
Jasmin Palmer,lucascharles@example.com,827.703.9796x89557,withdrawal,371.31,16/02/2023,Checking,485.78,04/12/2020,,,,,
Kimberly Fox,zcain@example.org,(970)563-6992x24062,withdrawal,327.44,13/11/2021,Savings,4797.86,13/05/2021,25100.13,Mortgage,10/05/2021,59:17.9,7.29
Brian Dillon,swilson@example.net,001-699-957-2129x33878,withdrawal,60.05,13/02/2022,Checking,6267.88,01/01/2020,38994.49,Auto,24/12/2020,59:17.9,5.55
Vincent Patel,delacruzrobert@example.com,-3058,withdrawal,478.11,31/08/2023,Credit,2531.32,02/03/2022,36095.18,Personal,18/01/2020,59:17.9,4.43
Vincent Patel,delacruzrobert@example.com,-3058,withdrawal,478.11,31/08/2023,Credit,2531.32,02/03/2022,13231.5,Auto,11/02/2021,59:17.9,5.89
Vincent Patel,delacruzrobert@example.com,-3058,withdrawal,478.11,31/08/2023,Credit,2531.32,02/03/2022,34771.89,Mortgage,07/09/2020,59:17.9,6.08
Carly Mitchell,zachary24@example.org,(728)923-5061,withdrawal,439.76,05/01/2021,Checking,6878.1,18/12/2019,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Daniel Wood,dylanlee@example.com,922.678.6492x265,withdrawal,465.86,21/02/2021,Savings,868.01,01/01/2023,37566.46,Personal,06/02/2022,59:17.9,6.78
Kenneth Davis,vlittle@example.net,001-605-235-9099x2182,deposit,472.21,03/11/2020,Savings,2901.49,07/01/2023,,,,,
Jackson Bradley,schneidervincent@example.com,745.973.9829x17439,withdrawal,140.99,19/11/2023,Credit,569.99,08/06/2022,39006.44,Mortgage,29/06/2023,59:17.9,6.79
Francisco Potter,joneschristine@example.org,(564)921-3755x708,deposit,194.16,08/03/2023,Checking,8090.98,13/03/2020,35115.06,Auto,01/09/2023,59:17.9,5.87
Kayla Blair,hmcmillan@example.com,(500)245-2355,withdrawal,243.5,17/04/2023,Checking,9925.68,04/05/2020,,,,,
Brian Day,mason61@example.net,345-785-9250x1644,deposit,481.86,07/03/2022,Credit,8875.18,22/04/2020,,,,,
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,393.39,26/11/2019,Savings,4650.84,12/01/2022,15237,Mortgage,24/04/2022,59:17.9,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,393.39,26/11/2019,Savings,4650.84,12/01/2022,29065.5,Personal,03/04/2021,59:17.9,2.95
Monica Graves,xday@example.net,402.918.5084x3030,withdrawal,109.41,26/03/2022,Savings,8648.97,05/06/2022,48233.91,Personal,03/12/2023,59:17.9,4.7
Monica Graves,xday@example.net,402.918.5084x3030,withdrawal,109.41,26/03/2022,Savings,8648.97,05/06/2022,5710.02,Mortgage,28/11/2023,59:17.9,5.45
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,deposit,178.26,11/05/2023,Savings,9139.78,03/01/2023,26360.24,Auto,26/08/2020,59:17.9,2.89
Anita Park,xpayne@example.net,806-211-4478x986,withdrawal,323.57,04/04/2020,Savings,4678.03,06/08/2020,,,,,
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,102.5,07/07/2019,Savings,1443.64,30/05/2020,49675.33,Auto,13/12/2021,59:17.9,3.89
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,102.5,07/07/2019,Savings,1443.64,30/05/2020,31033.48,Personal,11/11/2023,59:17.9,5.66
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,withdrawal,102.5,07/07/2019,Savings,1443.64,30/05/2020,49754.29,Mortgage,14/11/2019,59:17.9,4.83
Kayla Blair,hmcmillan@example.com,(500)245-2355,withdrawal,449.85,05/08/2019,Checking,9925.68,04/05/2020,,,,,
Daniel Newman,potterrichard@example.com,001-541-774-7582x00497,withdrawal,225.59,24/12/2019,Checking,9880.88,06/09/2019,,,,,
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,withdrawal,105.93,18/10/2019,Checking,4532.51,08/09/2022,26360.24,Auto,26/08/2020,59:17.9,2.89
Daniel Newman,potterrichard@example.com,001-541-774-7582x00497,deposit,482.11,12/07/2020,Savings,2813.49,01/10/2023,,,,,
Richard Adams,wurobert@example.com,381.345.0592x7366,withdrawal,426.9,23/05/2020,Checking,5238.53,11/06/2020,19985.5,Mortgage,24/06/2019,59:17.9,5.01
Jennifer Powell,steven73@example.com,236-757-3372x60869,deposit,175.91,09/10/2023,Savings,4556.78,23/05/2021,42415.32,Mortgage,03/10/2020,59:17.9,1.81
Vanessa James,colleendavis@example.org,891-740-2938,deposit,63.97,15/04/2022,Savings,479.11,26/04/2020,,,,,
Kyle Ortiz,lambjacqueline@example.net,(863)835-2860,withdrawal,429.33,14/02/2023,Checking,2448.6,04/11/2022,14463.85,Auto,25/09/2019,59:17.9,6.45
Kyle Ortiz,lambjacqueline@example.net,(863)835-2860,withdrawal,429.33,14/02/2023,Checking,2448.6,04/11/2022,19565.92,Mortgage,28/11/2022,59:17.9,3.28
Kyle Ortiz,lambjacqueline@example.net,(863)835-2860,withdrawal,429.33,14/02/2023,Checking,2448.6,04/11/2022,8170,Personal,13/10/2019,59:17.9,3.53
Tommy Brooks,burtonjames@example.com,(534)691-4906,withdrawal,316.17,03/03/2019,Savings,4315.64,09/04/2023,35994.71,Mortgage,03/09/2023,59:17.9,3.52
Jamie Stone,derekhart@example.org,473.393.2625x19595,deposit,175.14,14/11/2020,Savings,8252.72,16/11/2019,27719.17,Mortgage,12/02/2022,59:17.9,1.54
Carly Mitchell,zachary24@example.org,(728)923-5061,deposit,78.41,29/05/2022,Checking,4092.25,26/09/2019,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Brian Dillon,swilson@example.net,001-699-957-2129x33878,deposit,317.27,19/02/2019,Checking,6267.88,01/01/2020,38994.49,Auto,24/12/2020,59:17.9,5.55
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,300.31,24/09/2019,Credit,7658.87,30/11/2021,33579.17,Personal,10/07/2022,59:17.9,4.84
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,300.31,24/09/2019,Credit,7658.87,30/11/2021,20706.59,Mortgage,23/02/2021,59:17.9,5.64
Peter Callahan,miranda13@example.org,-5276,withdrawal,280.85,28/09/2023,Checking,6400.46,22/03/2021,32850.56,Personal,24/11/2021,59:17.9,2.81
Francisco Potter,joneschristine@example.org,(564)921-3755x708,withdrawal,196.15,29/01/2021,Checking,8090.98,13/03/2020,35115.06,Auto,01/09/2023,59:17.9,5.87
Peter Callahan,miranda13@example.org,-5276,withdrawal,60.08,21/07/2023,Checking,6400.46,22/03/2021,32850.56,Personal,24/11/2021,59:17.9,2.81
Carly Mitchell,zachary24@example.org,(728)923-5061,deposit,63.66,26/03/2020,Checking,4092.25,26/09/2019,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Ryan Alexander,loganjohn@example.org,900.377.1792x148,withdrawal,30.08,16/05/2021,Checking,6273.5,19/07/2019,18162.6,Personal,09/11/2023,59:17.9,2.12
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,123.56,18/08/2020,Savings,5933.37,06/11/2021,45034.48,Mortgage,04/10/2019,59:17.9,2.58
Jeremy Jacobs,fmartinez@example.org,001-331-228-0826x478,deposit,222.95,09/06/2019,Credit,9868.28,25/07/2019,42684.76,Personal,15/01/2024,59:17.9,1.96
Anita Park,xpayne@example.net,806-211-4478x986,withdrawal,413.83,31/07/2022,Savings,3717.19,19/08/2019,,,,,
Jamie Stone,derekhart@example.org,473.393.2625x19595,withdrawal,343.51,02/07/2023,Savings,618.8,07/06/2022,27719.17,Mortgage,12/02/2022,59:17.9,1.54
David King,edward68@example.com,+1-907-693-9094x459,withdrawal,143.18,23/11/2021,Checking,2767.61,31/10/2020,,,,,
Kenneth Davis,vlittle@example.net,001-605-235-9099x2182,deposit,390.77,21/10/2019,Checking,5592.4,18/06/2020,,,,,
Daniel Newman,potterrichard@example.com,001-541-774-7582x00497,deposit,397.94,13/11/2020,Savings,2813.49,01/10/2023,,,,,
Chad Jensen,ambertaylor@example.org,6576129629,withdrawal,285.63,07/09/2019,Savings,3999.07,11/10/2020,,,,,
Carly Mitchell,zachary24@example.org,(728)923-5061,withdrawal,487.96,19/06/2020,Checking,6878.1,18/12/2019,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Linda Mendoza,lisaturner@example.net,(309)389-5448,deposit,420.75,07/11/2022,Checking,4796.91,15/11/2023,41497.68,Mortgage,31/07/2023,59:17.9,4.26
Linda Mendoza,lisaturner@example.net,(309)389-5448,deposit,420.75,07/11/2022,Checking,4796.91,15/11/2023,39458.35,Auto,05/11/2022,59:17.9,4.59
Linda Mendoza,lisaturner@example.net,(309)389-5448,deposit,420.75,07/11/2022,Checking,4796.91,15/11/2023,34275.16,Mortgage,27/05/2023,59:17.9,4.38
Jamie Stone,derekhart@example.org,473.393.2625x19595,withdrawal,155.67,16/07/2020,Savings,618.8,07/06/2022,27719.17,Mortgage,12/02/2022,59:17.9,1.54
Richard Adams,wurobert@example.com,381.345.0592x7366,deposit,460.51,06/07/2022,Checking,5238.53,11/06/2020,19985.5,Mortgage,24/06/2019,59:17.9,5.01
Jackson Bradley,schneidervincent@example.com,745.973.9829x17439,deposit,202.06,26/09/2020,Credit,569.99,08/06/2022,39006.44,Mortgage,29/06/2023,59:17.9,6.79
Ryan Alexander,loganjohn@example.org,900.377.1792x148,withdrawal,239.42,21/09/2019,Credit,3020.69,13/08/2019,18162.6,Personal,09/11/2023,59:17.9,2.12
Richard Pearson,anthonyholloway@example.net,458.559.1555x601,deposit,346.16,21/06/2023,Credit,2920.52,09/12/2023,,,,,
Robert Brown,andersonmason@example.net,+1-653-515-2636x153,deposit,336.35,23/01/2022,Savings,9772.03,30/07/2020,,,,,
Jeremy Jacobs,fmartinez@example.org,001-331-228-0826x478,withdrawal,388.05,19/12/2019,Checking,5272.84,23/03/2022,42684.76,Personal,15/01/2024,59:17.9,1.96
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,306.87,25/04/2022,Checking,7800.33,17/09/2023,49675.33,Auto,13/12/2021,59:17.9,3.89
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,306.87,25/04/2022,Checking,7800.33,17/09/2023,31033.48,Personal,11/11/2023,59:17.9,5.66
Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,deposit,306.87,25/04/2022,Checking,7800.33,17/09/2023,49754.29,Mortgage,14/11/2019,59:17.9,4.83
Crystal Burns,jbarry@example.net,001-295-729-2302,withdrawal,122,04/06/2019,Savings,4937.91,18/03/2019,,,,,
Kim Stone,garrett28@example.org,001-668-236-9938,deposit,440.25,01/06/2021,Savings,6995.71,05/04/2019,,,,,
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,305.68,17/08/2022,Checking,8232.61,27/06/2019,45034.48,Mortgage,04/10/2019,59:17.9,2.58
Evelyn Ward,paul13@example.org,(347)767-4187,deposit,270.43,25/09/2022,Checking,5674.38,13/08/2020,33958.37,Auto,19/12/2022,59:17.9,5.2
Evelyn Ward,paul13@example.org,(347)767-4187,deposit,270.43,25/09/2022,Checking,5674.38,13/08/2020,12021.11,Personal,22/03/2019,59:17.9,1.62
Evelyn Ward,paul13@example.org,(347)767-4187,deposit,270.43,25/09/2022,Checking,5674.38,13/08/2020,24333.16,Mortgage,17/10/2023,59:17.9,1.79
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,243.29,11/03/2020,Credit,2881.24,06/05/2019,32428.9,Mortgage,24/06/2021,59:17.9,2.12
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,243.29,11/03/2020,Credit,2881.24,06/05/2019,31406.77,Personal,27/02/2021,59:17.9,4.63
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,243.29,11/03/2020,Credit,2881.24,06/05/2019,27834,Personal,05/12/2019,59:17.9,2.15
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,243.29,11/03/2020,Credit,2881.24,06/05/2019,27873.08,Auto,19/01/2022,59:17.9,7.03
Jeremy Jacobs,fmartinez@example.org,001-331-228-0826x478,deposit,447.97,18/09/2022,Checking,5272.84,23/03/2022,42684.76,Personal,15/01/2024,59:17.9,1.96
Phillip Carr,nicole30@example.com,650-254-3916,withdrawal,195.46,27/12/2019,Checking,7987.97,30/08/2020,43727.85,Personal,25/07/2022,59:17.9,6.46
Phillip Carr,nicole30@example.com,650-254-3916,withdrawal,195.46,27/12/2019,Checking,7987.97,30/08/2020,19769.58,Personal,14/08/2020,59:17.9,6.15
Phillip Carr,nicole30@example.com,650-254-3916,withdrawal,195.46,27/12/2019,Checking,7987.97,30/08/2020,11336.16,Personal,12/05/2019,59:17.9,4.76
Paul Noble,harrisonrachel@example.net,+1-586-758-3968x3144,withdrawal,213.02,04/10/2020,Credit,7252.65,14/03/2019,11074.47,Personal,11/02/2022,59:17.9,5.36
Paul Noble,harrisonrachel@example.net,+1-586-758-3968x3144,withdrawal,213.02,04/10/2020,Credit,7252.65,14/03/2019,38903.23,Personal,14/07/2021,59:17.9,2.28
Jeremy Jacobs,fmartinez@example.org,001-331-228-0826x478,withdrawal,149.04,13/09/2021,Savings,4846.99,24/08/2021,42684.76,Personal,15/01/2024,59:17.9,1.96
Steven Miller,johnwright@example.org,+1-230-989-3125x913,deposit,220.23,01/09/2021,Savings,7236.39,08/08/2019,46119.69,Personal,12/05/2019,59:17.9,4.84
Steven Miller,johnwright@example.org,+1-230-989-3125x913,deposit,220.23,01/09/2021,Savings,7236.39,08/08/2019,20834.23,Personal,21/09/2020,59:17.9,7.49
Eric Anderson,spencer16@example.com,851-945-5888,withdrawal,163.08,04/09/2020,Checking,8922.24,14/04/2023,,,,,
Tony Robinson,timothywiley@example.com,382-628-5059x479,deposit,229.77,26/02/2023,Savings,3081.66,19/11/2021,40181.66,Mortgage,28/12/2023,59:17.9,3.54
Tony Robinson,timothywiley@example.com,382-628-5059x479,deposit,229.77,26/02/2023,Savings,3081.66,19/11/2021,11369.33,Personal,17/09/2023,59:17.9,4.66
Tony Robinson,timothywiley@example.com,382-628-5059x479,deposit,229.77,26/02/2023,Savings,3081.66,19/11/2021,31200.58,Auto,05/07/2020,59:17.9,2.35
Desiree Nelson,johnsonhaley@example.com,231.515.3313,withdrawal,264.1,18/04/2020,Savings,4492.62,31/08/2020,37664.6,Mortgage,21/12/2022,59:17.9,4.45
Chad Jensen,ambertaylor@example.org,6576129629,deposit,344.12,27/06/2023,Checking,3158.88,09/10/2023,,,,,
